ID,Title,NumSections,SectionHeaders
SEC-2022-0791-0001,"Federal Register, Volume 87 Issue 112 (Friday, June 10, 2022)",12,We are adopting amendments to: | II. Discussion of Final Amendments | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Act Analysis | I. Introduction | II. Discussion of Final Amendments | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Act Analysis | VII. Statutory Authority
SEC-2022-0872-0001,"Federal Register, Volume 87 Issue 125 (Thursday, June 30, 2022)",11,The Commission is adopting amendments to 17 | II. Discussion | IV. Economic Analysis | V. Paperwork Reduction Act | I. Introduction | II. Discussion | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act Certification | VII. Statutory Authority
SEC-2022-0892-0001,"Federal Register, Volume 87 Issue 131 (Monday, July 11, 2022)",1,Main Content
SEC-2022-0949-0001,"Federal Register, Volume 87 Issue 137 (Tuesday, July 19, 2022)",11,We are adopting amendments to 17 CFR | II. Discussion of Final Amendments | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis | I. Introduction | II. Discussion of Final Amendments | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis
SEC-2022-0954-0001,"Federal Register, Volume 87 Issue 137 (Tuesday, July 19, 2022)",6,"We are adopting an updated Filer Manual, | I. Background | II. Edgar System Changes and Associated Modifications to Volume II of | IV. Amendments to Rule 301 of Regulation S-T | V. Administrative Law Matters | VI. Statutory Basis"
SEC-2022-1168-0001,"Federal Register, Volume 87 Issue 170 (Friday, September 2, 2022)",7,The Commission is amending the rules listed | I. Introduction | II. Description of Final Rule Amendments | III. Effective Date and Other Matters | IV. Economic Analysis | V. Regulatory Flexibility Act | VI. Statutory Basis
SEC-2022-1186-0001,"Federal Register, Volume 87 Issue 173 (Thursday, September 8, 2022)",12,The Commission is adopting an amendment to | II. Discussion of Final Amendments | V. Economic Analysis | VI. Paperwork Reduction Act | VII. Final Regulatory Flexibility Analysis | I. Introduction | II. Discussion of Final Amendments | III. Other Matters | IV. Compliance Dates | V. Economic Analysis | VI. Paperwork Reduction Act | VII. Final Regulatory Flexibility Analysis
SEC-2022-1241-0001,"Federal Register, Volume 87 Issue 181 (Tuesday, September 20, 2022)",7,We are adopting amendments to 17 CFR | I. Introduction | II. Inflation Adjustments to the Definition of ``Emerging Growth | III. Inflation Adjustments to Regulation Crowdfunding Thresholds | IV. Procedural and Other Matters | V. Economic Analysis | VI. Paperwork Reduction Act
SEC-2022-1344-0001,"Federal Register, Volume 87 Issue 197 (Thursday, October 13, 2022)",6,"We are adopting an updated Filer Manual, | I. Background | II. Edgar System Changes and Associated Modifications to Volume II of | IV. Amendments to Rule 301 of Regulation S-T | V. Administrative Law Matters | VI. Statutory Basis"
SEC-2022-1424-0001,"Federal Register, Volume 87 Issue 212 (Thursday, November 3, 2022)",14,The Commission is amending: | II. Final Amendments | IV. Paperwork Reduction Act | V. Economic Analysis | VI. Regulatory Flexibility Act | I. Introduction | II. Final Amendments | I. Compliance Date | III. Designation of Broker-Dealer Examining Authorities | IV. Paperwork Reduction Act | V. Economic Analysis | VI. Regulatory Flexibility Act | VII. Other Matters | VIII. Statutory Basis
SEC-2022-1536-0001,"Federal Register, Volume 87 Issue 226 (Friday, November 25, 2022)",15,The Commission is adopting amendments to the | I. Introduction and Background | II. Discussion | IV. Economic Analysis | V. Paperwork Reduction Act Analysis | VI. Final Regulatory Flexibility Act Analysis | I. Introduction and Background | II. Discussion | I. Technical and Conforming Amendments | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act Analysis | VI. Final Regulatory Flexibility Act Analysis | VII. Statutory Authority | VIII. Text of Proposed Rules and Form Amendments
SEC-2022-1545-0001,"Federal Register, Volume 87 Issue 227 (Monday, November 28, 2022)",11,We are adopting amendments to: | II. Discussion of Final Amendments | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Act Analysis | I. Introduction and Background | II. Discussion of Final Amendments | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Act Analysis
SEC-2022-1630-0001,"Federal Register, Volume 87 Issue 244 (Wednesday, December 21, 2022)",3,To conform with current Federal Register | I. Administrative Law Matters | II. Statutory Authority
SEC-2022-1681-0001,"Federal Register, Volume 87 Issue 249 (Thursday, December 29, 2022)",12,We are amending: | II. Discussion of the Final Amendments | V. Economic Analysis | VI. Paperwork Reduction Act | VII. Final Regulatory Flexibility Act Analysis | I. Introduction | II. Discussion of the Final Amendments | III. Transition Matters | IV. Other Matters | V. Economic Analysis | VI. Paperwork Reduction Act | VII. Final Regulatory Flexibility Act Analysis
SEC-2023-0079-0001,"Federal Register, Volume 88 Issue 15 (Tuesday, January 24, 2023)",7,"We are adopting an updated Filer Manual, | I. Background | II. Amendments to Volume I of the Filer Manual | III. Edgar System Changes and Associated Modifications to Volume II of | IV. Amendments to Rule 301 of Regulation S-T | V. Administrative Law Matters | VI. Statutory Basis"
SEC-2023-0226-0001,"Federal Register, Volume 88 Issue 38 (Monday, February 27, 2023)",6,We are adopting amendments to: | I. Discussion | II. Procedural and Other Matters | III. Paperwork Reduction Act | IV. Economic Analysis | V. Statutory Authority
SEC-2023-0242-0001,"Federal Register, Volume 88 Issue 43 (Monday, March 6, 2023)",19,"First, the Commission is amending paragraph | II. Exchange Act Rule 15c6-1--Standard Settlement Cycle | III. Exchange Act Rule 15c6-2--Same-Day Affirmation | V. Exchange Act Rule 17Ad-27--Requirement for CMSPs To Facilitate | VI. Impact on Certain Commission Rules, Guidance, and SRO Rules | VII. Compliance Dates | VIII. Economic Analysis | IX. Paperwork Reduction Act | X. Regulatory Flexibility Act | I. Introduction | II. Exchange Act Rule 15c6-1--Standard Settlement Cycle | III. Exchange Act Rule 15c6-2--Same-Day Affirmation | IV. Advisers Act Rule 204-2--Investment Adviser Recordkeeping | V. Exchange Act Rule 17Ad-27--Requirement for CMSPs To Facilitate | VI. Impact on Certain Commission Rules, Guidance, and SRO Rules | VII. Compliance Dates | VIII. Economic Analysis | IX. Paperwork Reduction Act | X. Regulatory Flexibility Act"
SEC-2023-0437-0001,"Federal Register, Volume 88 Issue 76 (Thursday, April 20, 2023)",6,"We are adopting an updated Filer Manual, | I. Background | II. EDGAR System Changes and Associated Modifications to Volume II of | III. Amendments to Rule 301 of Regulation S-T | IV. Administrative Law Matters | V. Statutory Basis"
SEC-2023-0559-0001,"Federal Register, Volume 88 Issue 99 (Tuesday, May 23, 2023)",1,Main Content
SEC-2023-0570-0001,"Federal Register, Volume 88 Issue 105 (Thursday, June 1, 2023)",17,We are adopting amendments to the following | I. Introduction | III. Discussion of Final Amendments | V. Economic Analysis | VI. Paperwork Reduction Act | VII. Final Regulatory Flexibility Analysis | I. Introduction | II. Background | III. Discussion of Final Amendments | IV. Other Matters | V. Economic Analysis | VI. Paperwork Reduction Act | VII. Final Regulatory Flexibility Analysis | I. Repurchases To Be Reported and Time for Filing of Report | II. Items To Be Disclosed in Form F-SR | III. Instructions for Preparing the Report | IV. Submission of the Form
SEC-2023-0605-0001,"Federal Register, Volume 88 Issue 112 (Monday, June 12, 2023)",1,Main Content
SEC-2023-0606-0001,"Federal Register, Volume 88 Issue 112 (Monday, June 12, 2023)",10,The Commission is adopting amendments to | II. Discussion | IV. Economic Analysis | V. Paperwork Reduction Act | I. Introduction | II. Discussion | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act Certification
SEC-2023-0647-0001,"Federal Register, Volume 88 Issue 117 (Tuesday, June 20, 2023)",11,The Commission is amending the following | II. Discussion of the Final Rule Amendments | V. Economic Analysis | VI. Paperwork Reduction Act | I. Introduction | II. Discussion of the Final Rule Amendments | III. Other Issues | IV. Other Matters | V. Economic Analysis | VI. Paperwork Reduction Act | VII. Regulatory Flexibility Act Certification
SEC-2023-0699-0001,"Federal Register, Volume 88 Issue 125 (Friday, June 30, 2023)",12,"First, the Commission is adopting 17 CFR | I. Introduction | II. Rule 9j-1: Prohibition Against Fraud, Manipulation, and | III. Rule 15fh-4(c): Preventing Undue Influence Over Chief | V. Economic Analysis | I. Introduction | II. Rule 9j-1: Prohibition Against Fraud, Manipulation, and Deception | III. Rule 15fh-4(c): Preventing Undue Influence Over Chief Compliance | IV. Paperwork Reduction Act | V. Economic Analysis | VI. Regulatory Flexibility Act Certification | VII. Other Matters"
SEC-2023-0741-0001,"Federal Register, Volume 88 Issue 136 (Tuesday, July 18, 2023)",6,"We are adopting an updated Filer Manual, | I. Background | II. EDGAR System Changes and Associated Modifications to Volume II of | III. Amendments to Rule 301 of Regulation S-T | IV. Administrative Law Matters | V. Statutory Basis"
SEC-2023-0824-0001,"Federal Register, Volume 88 Issue 148 (Thursday, August 3, 2023)",11,The Commission is adopting amendments to the | I. Introduction | II. Discussion | IV. Economic Analysis | V. Paperwork Reduction Act | I. Introduction | II. Discussion | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act Certification
SEC-2023-0835-0001,"Federal Register, Volume 88 Issue 149 (Friday, August 4, 2023)",13,We are adopting amendments to: | II. Discussion of Final Amendments | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis | I. Introduction and Background | II. Discussion of Final Amendments | I. Compliance Dates | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis | I. Eligibility Requirements for Use of Form S-3
SEC-2023-0973-0001,"Federal Register, Volume 88 Issue 172 (Thursday, September 7, 2023)",19,III. Discussion of Amendments to Rule 15b9-1 | V. Economic Analysis | VI. Paperwork Reduction Act | I. Introduction | II. Background | III. Discussion of Amendments to Rule 15b9-1 | IV. Effective Date and Implementation | V. Economic Analysis | I. All Non-FINRA Member Firms \1\ | II. Largest Non-FINRA Member Firms \3\ | I. All Non-FINRA Member Firms \1\ | II. Largest Non-FINRA Member Firms \4\ | I. All Non-FINRA Member Firms \1\ | II. Largest Non-FINRA Member Firms \4\ | I. All Non-FINRA Member Firms \1\ | II. Largest Non-FINRA Member Firms \4\ | VI. Paperwork Reduction Act | VII. Regulatory Flexibility Act Certification | VIII. Other Matters
SEC-2023-0996-0001,"Federal Register, Volume 88 Issue 177 (Thursday, September 14, 2023)",17,"The Securities and Exchange Commission is | I. Introduction | II. Discussion of Rules for Private Fund Advisers | III. Discussion of Written Documentation of All Advisers' Annual | VI. Economic Analysis | VII. Paperwork Reduction Act | VIII. Final Regulatory Flexibility Analysis | I. Introduction | II. Discussion of Rules for Private Fund Advisers | III. Discussion of Written Documentation of All Advisers' Annual | IV. Transition Period, Compliance Date, Legacy Status | V. Other Matters | VI. Economic Analysis | IV. We believe this mischaracterizes the Proposing Release. The | VII. Paperwork Reduction Act | I. Request for Comment Regarding Rule 211(h)(2)-1 | VIII. Final Regulatory Flexibility Analysis"
SEC-2023-1048-0001,"Federal Register, Volume 88 Issue 185 (Tuesday, September 26, 2023)",7,I. Introduction | II. Amendments | IV. Economic Analysis. | III. Other Matters | IV. Economic Analysis | V. Regulatory Flexibility Act Certification | VI. Paperwork Reduction Act
SEC-2023-1103-0001,"Federal Register, Volume 88 Issue 190 (Tuesday, October 3, 2023)",6,"We are adopting an updated Filer Manual, | I. Background | II. Edgar System Changes and Associated Modifications to Volume II of | III. Amendments to Rule 301 of Regulation S-T | IV. Administrative Law Matters | V. Statutory Basis"
SEC-2023-1179-0001,"Federal Register, Volume 88 Issue 195 (Wednesday, October 11, 2023)",13,The Commission is adopting amendments to 17 | I. Introduction and Background | II. Discussion | IV. Economic Analysis | V. Paperwork Reduction Act Analysis | VI. Final Regulatory Flexibility Analysis | I. Introduction and Background | II. Discussion | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act Analysis | VI. Final Regulatory Flexibility Analysis | II. General Description of the Trust and Securities of the Trust
SEC-2023-1226-0001,"Federal Register, Volume 88 Issue 207 (Friday, October 27, 2023)",1,Main Content
SEC-2023-1244-0001,"Federal Register, Volume 88 Issue 210 (Wednesday, November 1, 2023)",17,The Commission is adopting new 17 CFR | I. Overview | II. Discussion of Final Rule 13f-2 and Form SHO | IV. Amendments to CAT | VII. Paperwork Reduction Act Analysis | VIII. Economic Analysis | I. Overview | II. Discussion of Final Rule 13f-2 and Form SHO | III. Proposed Amendment to Regulation SHO To Aid Short Sale Data | IV. Amendments to CAT | V. Other Comments | VI. Compliance Date | VII. Paperwork Reduction Act Analysis | IV. The Commission's total burden estimates in this Paperwork Reduction | VIII. Economic Analysis | IX. Regulatory Flexibility Act Certification | X. Other Matters
SEC-2023-1260-0001,"Federal Register, Volume 88 Issue 212 (Friday, November 3, 2023)",14,The Commission is adopting 17 CFR 240.10c-1a | VII. Discussion of the Final Rule | IX. Economic Analysis | I. Introduction | II. Background | III. Statutory Mandate | IV. Proposed Rule 10c-1 | V. Overview of Final Rule | VI. Overview of Changes From Proposed Rule | VII. Discussion of the Final Rule | I. RNSA Rules To Administer the Collection of Information--Rule 10c- | VIII. Compliance Date | IX. Economic Analysis | X. Paperwork Reduction Act
SEC-2023-1269-0001,"Federal Register, Volume 88 Issue 214 (Tuesday, November 7, 2023)",11,We are adopting amendments to 17 CFR | II. Discussion of the Final Amendments | IV. Economic Analysis | V. Paperwork Reduction Act | I. Introduction | II. Discussion of the Final Amendments | III. One of these commenters recommended that the Commission use | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act Certification
SEC-2023-1398-0001,"Federal Register, Volume 88 Issue 232 (Tuesday, December 5, 2023)",11,The Commission is adopting 17 CFR 240.17ad- | II. Discussion of Comments Received and Final Rules | IV. Economic Analysis | V. Paperwork Reduction Act | I. Introduction | II. Discussion of Comments Received and Final Rules | III. Compliance Dates | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act | VII. Other Matters
SEC-2023-1409-0001,"Federal Register, Volume 88 Issue 234 (Thursday, December 7, 2023)",15,"We are adopting the following rule under 15 | II. Discussion of Rule 192 | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis | I. Introduction | II. Discussion of Rule 192 | I. Other commenters similarly indicated that a final rule that | I. One commenter, without expressing support or opposition to the | II. This type of activity is eligible for the bona fide market- | I. Compliance Date | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis"
SEC-2023-1451-0001,"Federal Register, Volume 88 Issue 240 (Friday, December 15, 2023)",19,"The Commission is adopting new 17 CFR | IV. Rule and Product Filings by SBSEFs | V. Miscellaneous Requirements | VI. Implementation of Core Principles | VII. Cross-Border Rules | VIII. Rule 834--Implementation of Section 765 of the Dodd-Frank Act | X. Amendments to Existing Rule 3a1-1 Under the SEA-Exemptions From | I. Background | II. Introductory Provisions of Regulation SE | III. Registration of SBSEFS | IV. Rule and Product Filings by SBSEFs | V. Miscellaneous Requirements | VI. Implementation of Core Principles | I. Rule 826--Core Principle 9--Recordkeeping and Reporting | VII. Cross-Border Rules | VII. For example, without Rule 832(b)(2), U.S. persons could have an | VIII. Rule 834--Implementation of Section 765 of the Dodd-Frank Act and | IX. Rule 835--Notice to Commission by SBSEF of Final Disciplinary | X. Amendments to Existing Rule 3a1-1 Under the Sea--Exemptions From the"
SEC-2024-0041-0001,"Federal Register, Volume 89 Issue 10 (Tuesday, January 16, 2024)",11,"First, the Commission is amending 17 CFR | II. Discussion of Comments Received and Final Rules | IV. Economic Analysis | V. Paperwork Reduction Act | I. Introduction | II. Discussion of Comments Received and Final Rules | III. Compliance Dates | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act | VII. Other Matters"
SEC-2024-0089-0001,"Federal Register, Volume 89 Issue 16 (Wednesday, January 24, 2024)",6,"We are adopting an updated Filer Manual, | I. Background | II. EDGAR System Changes and Associated Modifications to Volume II of | III. Amendments to Rule 301 of Regulation S-T | IV. Administrative Law Matters | V. Statutory Basis"
SEC-2024-0257-0001,"Federal Register, Volume 89 Issue 38 (Monday, February 26, 2024)",23,The Commission is adopting new 17 CFR | II. New Subpart 1600 of Regulation S-K | III. Disclosures and Liability in De-SPAC Transactions | IV. Business Combinations Involving Shell Companies | V. Enhanced Projections Disclosure | VI. The Status of SPACs Under the Investment Company Act | VIII. Economic Analysis | IX. Paperwork Reduction Act | X. Final Regulatory Flexibility Analysis | I. Introduction | II. New Subpart 1600 of Regulation S-K | I. Structured Data Requirement | III. Disclosures and Liability in De-SPAC Transactions | IV. Business Combinations Involving Shell Companies | V. Enhanced Projections Disclosure | VI. The Status of Spacs Under the Investment Company Act | VII. Other Matters | VIII. Economic Analysis | IX. Paperwork Reduction Act | X. Final Regulatory Flexibility Analysis | VIII. Offering by a Special Purpose Acquisition Company | VII. Offering by a Special Purpose Acquisition Company | I. De-SPAC Transactions
SEC-2024-0268-0001,"Federal Register, Volume 89 Issue 40 (Wednesday, February 28, 2024)",5,I. Background | II. Description of Final Rule Amendments | III. Administrative Law Matters | IV. Economic Analysis | V. Statutory Basis
SEC-2024-0272-0001,"Federal Register, Volume 89 Issue 41 (Thursday, February 29, 2024)",9,The Commission is adopting the following new | II. Discussion of Final Rules | III. Economic Analysis | I. Introduction | II. Discussion of Final Rules | III. Economic Analysis | IV. Paperwork Reduction Act | V. Regulatory Flexibility Act | VI. Other Matters
SEC-2024-0329-0001,"Federal Register, Volume 89 Issue 49 (Tuesday, March 12, 2024)",9,The Commissions are adopting amendments to | II. Discussion | IV. Economic Analysis | I. Introduction | II. Discussion | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act Certification
SEC-2024-0473-0001,"Federal Register, Volume 89 Issue 61 (Thursday, March 28, 2024)",13,We are adopting amendments to or adding the | I. Introduction | II. Discussion | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Act Analysis | I. Introduction | II. Discussion | I. Attestation Over GHG Emissions Disclosure (Item 1506) | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Act Analysis
SEC-2024-0496-0001,"Federal Register, Volume 89 Issue 68 (Monday, April 8, 2024)",3,The Commission is adopting technical | I. Background | II. Procedural and Other Matters
SEC-2024-0497-0001,"Federal Register, Volume 89 Issue 69 (Tuesday, April 9, 2024)",11,The Commission is adopting amendments to 17 | II. Discussion | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis | I. Introduction | II. Discussion | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis
SEC-2024-0510-0001,"Federal Register, Volume 89 Issue 72 (Friday, April 12, 2024)",1,Main Content
SEC-2024-0513-0001,"Federal Register, Volume 89 Issue 73 (Monday, April 15, 2024)",18,The Commission is adopting amendments to 17 | I. Introduction and Background | II. Modifications to Reporting Entities | III. Modifications to Scope of Orders Covered and Required | IV. Summary Execution Quality Report | V. Requirements for Making Rule 605 Reports Available to the Public | VIII. Paperwork Reduction Act | IX. Economic Analysis | I. Introduction and Background | II. Modifications to Reporting Entities | III. Modifications to Scope of Orders Covered and Required Information | IV. Summary Execution Quality Report | V. Requirements for Making Rule 605 Reports Available to the Public | VI. Existing Commission Exemptive Relief and Staff Statements | VII. Transition Matters | VIII. Paperwork Reduction Act | IX. Economic Analysis | X. Regulatory Flexibility Act Certification
SEC-2024-0531-0001,"Federal Register, Volume 89 Issue 77 (Friday, April 19, 2024)",6,"We are adopting an updated Filer Manual, | I. Background | II. EDGAR System Changes and Associated Modifications to Volume II of | III. Amendments to Rule 301 of Regulation S-T | IV. Administrative Law Matters | V. Statutory Basis"
SEC-2024-0733-0001,"Federal Register, Volume 89 Issue 107 (Monday, June 3, 2024)",10,The Commission is adopting amendments to 17 | II. Discussion | IV. Economic Analysis | VI. Final Regulatory Flexibility Act Analysis | I. Introduction and Background | II. Discussion | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Act Analysis
SEC-2024-0800-0001,"Federal Register, Volume 89 Issue 119 (Thursday, June 20, 2024)",1,Main Content
SEC-2024-0849-0001,"Federal Register, Volume 89 Issue 124 (Thursday, June 27, 2024)",1,Main Content
SEC-2024-0987-0001,"Federal Register, Volume 89 Issue 142 (Wednesday, July 24, 2024)",12,The Commission is amending the following | I. Introduction and Background | II. Discussion | IV. Economic Analysis | V. Paperwork Reduction Act | I. Introduction and Background | II. Discussion | I. Technical Amendments to Forms N-3 and N-6 | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act Certification
SEC-2024-1076-0001,"Federal Register, Volume 89 Issue 154 (Friday, August 9, 2024)",7,"We are adopting an updated Filer Manual, | I. Background | II. EDGAR System Changes and Associated Modifications to Volume II of | III. Other EDGAR Changes | IV. Amendments to Rule 301 of Regulation S-T | V. Administrative Law Matters | VI. Statutory Basis"
SEC-2024-1184-0001,"Federal Register, Volume 89 Issue 169 (Friday, August 30, 2024)",6,I. Introduction | II. Discussion | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act Certification
SEC-2024-1271-0001,"Federal Register, Volume 89 Issue 176 (Wednesday, September 11, 2024)",11,The Commission is adopting amendments to the | II. Discussion...............................................         13 | IV. Economic Analysis........................................         63 | V. Paperwork Reduction Act...................................         99 | VI. Final Regulatory Flexibility Analysis....................        109 | I. Introduction | II. Discussion | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis
SEC-2024-1427-0001,"Federal Register, Volume 89 Issue 195 (Tuesday, October 8, 2024)",21,"The Commission is adopting amendments to the | I. Introduction | III. Final Rule 612 of Regulation NMS--Minimum Pricing Increment | IV. Final Rule 610 of Regulation NMS--Fees for Access to Quotations | V. Final Rule--Transparency of Better Priced Orders | VI. Compliance Dates | VII. Economic Analysis | VIII. Paperwork Reduction Act | IX. Regulatory Flexibility Act | I. Introduction | II. Equity Market Structure Initiatives and the Regulation NMS Proposal | V. Lawler, Zach Nunn, Monica De La Cruz, Erin Houchin, and Andy | III. Final Rule 612 of Regulation NMS--Minimum Pricing Increment | IV. Final Rule 610 of Regulation NMS--Fees for Access to Quotations | V. Final Rule--Transparency of Better Priced Orders | VI. Compliance Dates | VII. Economic Analysis | VI. In addition, the Commission adopted an amendment to the national | VIII. Paperwork Reduction Act | IX. Regulatory Flexibility Act | X. Other Matters"
SEC-2024-1493-0001,"Federal Register, Volume 89 Issue 204 (Tuesday, October 22, 2024)",6,"We are adopting an updated Filer Manual, | I. Background | II. EDGAR System Changes and Associated Modifications to Volume II of | III. Amendments to Rule 301 of Regulation S-T | IV. Administrative Law Matters | V. Statutory Basis"
SEC-2024-1627-0001,"Federal Register, Volume 89 Issue 222 (Monday, November 18, 2024)",6,The Commission is amending the following | I. Discussion | I. Discussion | II. Procedural and Other Matters | III. Economic Analysis | IV. Paperwork Reduction Act
SEC-2024-1629-0001,"Federal Register, Volume 89 Issue 222 (Monday, November 18, 2024)",10,Pursuant to section 17A of the Exchange | II. Discussion of Comments Received and Final Rules | IV. Economic Analysis | I. Introduction | II. Discussion of Comments Received and Final Rules | III. Compliance Date | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act | VII. Other Matters
SEC-2024-1650-0001,"Federal Register, Volume 89 Issue 223 (Tuesday, November 19, 2024)",3,The Commission is adopting technical | I. Background | II. Procedural and Other Matters
SEC-2024-1821-0001,"Federal Register, Volume 89 Issue 241 (Monday, December 16, 2024)",3,I. Background | II. Administrative Law Matters | III. Statutory Authority
SEC-2024-1903-0001,"Federal Register, Volume 89 Issue 248 (Friday, December 27, 2024)",10,The Commission is adopting amendments to 17 | II. Discussion | IV. Economic Analysis | VI. Final Regulatory Flexibility Analysis | I. Introduction | II. Discussion | III. Other Matters | IV. Economic Analysis | V. Paperwork Reduction Act | VI. Final Regulatory Flexibility Analysis
